Timestamp,watt_bed,watt_living,watt_kitc
2016-12-01 16:40:14,0,0,0
2016-12-01 16:40:29,0,0,0
2016-12-01 16:40:44,0,0,0
2016-12-01 16:40:59,0,0,0
2016-12-01 16:41:14,0,0,0
2016-12-01 16:41:29,0,0,0
2016-12-01 16:41:44,0,0,0
2016-12-01 16:41:59,0,0,0
2016-12-01 16:42:14,0,0,0
2016-12-01 16:42:29,0,0,0
2016-12-01 16:42:44,0,0,0
2016-12-01 16:42:59,0,0,0
2016-12-01 16:43:14,0,0,0
2016-12-01 16:43:29,0,0,0
2016-12-01 16:43:44,0,0,0
2016-12-01 16:43:59,0,0,0
2016-12-01 16:44:14,0,0,0
2016-12-01 16:44:29,0,0,0
2016-12-01 16:44:44,0,0,0
2016-12-01 16:44:59,0,0,0
2016-12-01 16:45:14,0,0,0
2016-12-01 16:45:29,0,0,0
2016-12-01 16:45:44,0,0,0
2016-12-01 16:45:59,0,0,0
2016-12-01 16:46:14,0,0,0
2016-12-01 16:46:29,0,0,0
2016-12-01 16:46:44,0,0,0
2016-12-01 16:46:59,0,0,0
2016-12-01 16:47:14,0,0,0
2016-12-01 16:47:29,0,0,0
2016-12-01 16:47:44,0,0,0
2016-12-01 16:47:59,0,0,0
2016-12-01 16:48:14,0,0,0
2016-12-01 16:48:29,0,0,0
2016-12-01 16:48:44,0,0,0
2016-12-01 16:48:59,0,0,0
2016-12-01 16:49:14,0,0,0
2016-12-01 16:49:29,0,0,0
2016-12-01 16:49:44,0,0,0
2016-12-01 16:49:59,0,0,0
2016-12-01 16:50:14,0,0,0
2016-12-01 16:50:29,0,0,0
2016-12-01 16:50:44,0,0,0
2016-12-01 16:50:59,0,0,0
2016-12-01 16:51:14,0,0,0
2016-12-01 16:51:29,0,0,0
2016-12-01 16:51:44,0,0,0
2016-12-01 16:51:59,0,0,0
2016-12-01 16:52:14,0,0,0
2016-12-01 16:52:29,0,0,0
2016-12-01 16:52:44,0,0,0
2016-12-01 16:52:59,0,0,0
2016-12-01 16:53:14,0,0,0
2016-12-01 16:53:29,0,0,0
2016-12-01 16:53:44,0,0,0
2016-12-01 16:53:59,0,0,0
2016-12-01 16:54:14,0,0,0
2016-12-01 16:54:29,0,0,0
2016-12-01 16:54:44,0,0,0
2016-12-01 16:54:59,0,0,0
2016-12-01 16:55:14,0,0,0
2016-12-01 16:55:29,0,0,0
2016-12-01 16:55:44,0,0,0
2016-12-01 16:55:59,0,0,0
2016-12-01 16:56:14,0,0,0
2016-12-01 16:56:29,0,0,0
2016-12-01 16:56:44,0,0,0
2016-12-01 16:56:59,0,0,0
2016-12-01 16:57:14,0,0,0
2016-12-01 16:57:29,0,0,0
2016-12-01 16:57:44,0,0,0
2016-12-01 16:57:59,0,0,0
2016-12-01 16:58:14,0,0,0
2016-12-01 16:58:29,0,0,0
2016-12-01 16:58:44,0,0,0
2016-12-01 16:58:59,0,0,0
2016-12-01 16:59:14,0,0,0
2016-12-01 16:59:29,0,0,0
2016-12-01 16:59:44,0,0,0
2016-12-01 16:59:59,0,0,0
2016-12-01 17:00:14,0,0,0
2016-12-01 17:00:29,0,0,0
2016-12-01 17:00:44,0,0,0
2016-12-01 17:00:59,0,0,0
2016-12-01 17:01:14,0,0,0
2016-12-01 17:01:29,0,0,0
2016-12-01 17:01:44,0,0,0
2016-12-01 17:01:59,0,0,0
2016-12-01 17:02:14,0,0,0
2016-12-01 17:02:29,0,0,0
2016-12-01 17:02:44,0,0,0
2016-12-01 17:02:59,0,0,0
2016-12-01 17:03:14,0,0,0
2016-12-01 17:03:29,0,0,0
2016-12-01 17:03:44,0,0,0
2016-12-01 17:03:59,0,0,0
2016-12-01 17:04:14,0,0,0
2016-12-01 17:04:29,0,0,0
2016-12-01 17:04:44,0,0,0
2016-12-01 17:04:59,0,0,0
2016-12-01 17:05:14,0,0,0
2016-12-01 17:05:29,0,0,0
2016-12-01 17:05:44,0,0,0
2016-12-01 17:05:59,0,0,0
2016-12-01 17:06:14,0,0,0
2016-12-01 17:06:29,0,0,0
2016-12-01 17:06:44,0,0,0
2016-12-01 17:06:59,0,0,0
2016-12-01 17:07:14,0,0,0
2016-12-01 17:07:29,0,0,0
2016-12-01 17:07:44,0,0,0
2016-12-01 17:07:59,0,0,0
2016-12-01 17:08:14,0,0,0
2016-12-01 17:08:29,0,0,0
2016-12-01 17:08:44,0,0,0
2016-12-01 17:08:59,0,0,0
2016-12-01 17:09:14,0,0,0
2016-12-01 17:09:29,0,0,0
2016-12-01 17:09:44,0,0,0
2016-12-01 17:09:59,0,0,0
2016-12-01 17:10:14,0,0,0
2016-12-01 17:10:29,0,0,2
2016-12-01 17:10:44,0,0,2
2016-12-01 17:10:59,0,0,2
2016-12-01 17:11:14,0,0,2
2016-12-01 17:11:29,0,0,2
2016-12-01 17:11:44,0,0,2
2016-12-01 17:11:59,0,0,2
2016-12-01 17:12:14,0,0,2
2016-12-01 17:12:29,0,0,2
2016-12-01 17:12:44,0,0,2
2016-12-01 17:12:59,0,0,2
2016-12-01 17:13:14,0,0,2
2016-12-01 17:13:29,0,0,2
2016-12-01 17:13:44,0,0,2
2016-12-01 17:13:59,0,0,2
2016-12-01 17:14:14,0,0,2
2016-12-01 17:14:29,0,0,2
2016-12-01 17:14:44,0,0,2
2016-12-01 17:14:59,0,0,2
2016-12-01 17:15:14,0,0,2
2016-12-01 17:15:29,0,0,2
2016-12-01 17:15:44,0,0,2
2016-12-01 17:15:59,0,0,2
2016-12-01 17:16:14,0,0,2
2016-12-01 17:16:29,0,0,2
2016-12-01 17:16:44,0,0,2
2016-12-01 17:16:59,0,0,2
2016-12-01 17:17:14,0,0,2
2016-12-01 17:17:29,0,0,2
2016-12-01 17:17:44,0,0,2
2016-12-01 17:17:59,0,0,2
2016-12-01 17:18:14,0,0,2
2016-12-01 17:18:29,0,0,2
2016-12-01 17:18:44,0,0,2
2016-12-01 17:18:59,0,0,2
2016-12-01 17:19:14,0,0,2
2016-12-01 17:19:29,0,0,2
2016-12-01 17:19:44,0,0,2
2016-12-01 17:19:59,0,0,2
2016-12-01 17:20:14,0,0,2
2016-12-01 17:20:29,0,0,2
2016-12-01 17:20:44,0,0,2
2016-12-01 17:20:59,0,0,2
2016-12-01 17:21:14,0,0,2
2016-12-01 17:21:29,0,0,2
2016-12-01 17:21:44,0,0,2
2016-12-01 17:21:59,0,0,2
2016-12-01 17:22:14,0,0,2
2016-12-01 17:22:29,0,0,2
2016-12-01 17:22:44,0,0,2
2016-12-01 17:22:59,0,0,2
2016-12-01 17:23:14,0,0,2
2016-12-01 17:23:29,0,0,2
2016-12-01 17:23:44,0,0,2
2016-12-01 17:23:59,0,0,2
2016-12-01 17:24:14,0,0,2
2016-12-01 17:24:29,0,0,2
2016-12-01 17:24:44,0,0,2
2016-12-01 17:24:59,0,0,2
2016-12-01 17:25:14,0,0,2
2016-12-01 17:25:29,0,0,2
2016-12-01 17:25:44,0,0,2
2016-12-01 17:25:59,0,0,2
2016-12-01 17:26:14,0,0,2
2016-12-01 17:26:29,0,0,2
2016-12-01 17:26:44,0,0,2
2016-12-01 17:26:59,0,0,2
2016-12-01 17:27:14,0,0,2
2016-12-01 17:27:29,0,0,2
2016-12-01 17:27:44,0,0,2
2016-12-01 17:27:59,0,0,2
2016-12-01 17:28:14,0,0,2
2016-12-01 17:28:29,0,0,2
2016-12-01 17:28:44,0,0,2
2016-12-01 17:28:59,0,0,2
2016-12-01 17:29:14,0,0,2
2016-12-01 17:29:29,0,0,2
2016-12-01 17:29:44,0,0,2
2016-12-01 17:29:59,0,0,2
2016-12-01 17:30:14,0,0,2
2016-12-01 17:30:29,0,0,2
2016-12-01 17:30:44,0,0,2
2016-12-01 17:30:59,0,0,2
2016-12-01 17:31:14,0,0,2
2016-12-01 17:31:29,0,0,2
2016-12-01 17:31:44,0,0,2
2016-12-01 17:31:59,0,0,2
2016-12-01 17:32:14,0,0,2
2016-12-01 17:32:29,0,0,2
2016-12-01 17:32:44,0,0,2
2016-12-01 17:32:59,0,0,2
2016-12-01 17:33:14,0,0,2
2016-12-01 17:33:29,0,0,2
2016-12-01 17:33:44,0,0,2
2016-12-01 17:33:59,0,0,2
2016-12-01 17:34:14,0,0,2
2016-12-01 17:34:29,0,0,2
2016-12-01 17:34:44,0,0,2
2016-12-01 17:34:59,0,0,2
2016-12-01 17:35:14,0,0,2
2016-12-01 17:35:29,0,0,2
2016-12-01 17:35:44,0,0,2
2016-12-01 17:35:59,0,0,2
2016-12-01 17:36:14,0,0,2
2016-12-01 17:36:29,0,0,2
2016-12-01 17:36:44,0,0,2
2016-12-01 17:36:59,0,0,2
2016-12-01 17:37:14,0,0,2
2016-12-01 17:37:29,0,0,2
2016-12-01 17:37:44,0,0,2
2016-12-01 17:37:59,0,0,2
2016-12-01 17:38:14,0,0,2
2016-12-01 17:38:29,0,0,2
2016-12-01 17:38:44,0,0,2
2016-12-01 17:38:59,0,0,2
2016-12-01 17:39:14,0,0,2
2016-12-01 17:39:29,0,0,2
2016-12-01 17:39:44,0,0,2
2016-12-01 17:39:59,0,0,2
2016-12-01 17:40:14,0,0,2
2016-12-01 17:40:29,0,0,2
2016-12-01 17:40:44,0,0,2
2016-12-01 17:40:59,0,0,2
2016-12-01 17:41:14,0,0,2
2016-12-01 17:41:29,0,0,2
2016-12-01 17:41:44,0,0,2
2016-12-01 17:41:59,0,0,2
2016-12-01 17:42:14,0,0,2
2016-12-01 17:42:29,0,0,2
2016-12-01 17:42:44,0,0,2
2016-12-01 17:42:59,0,0,2
2016-12-01 17:43:14,0,0,2
2016-12-01 17:43:29,0,0,2
2016-12-01 17:43:44,0,0,2
2016-12-01 17:43:59,0,0,2
2016-12-01 17:44:14,0,0,2
2016-12-01 17:44:29,0,0,2
2016-12-01 17:44:44,0,0,2
2016-12-01 17:44:59,0,0,2
2016-12-01 17:45:14,0,0,2
2016-12-01 17:45:29,0,0,2
2016-12-01 17:45:44,0,0,2
2016-12-01 17:45:59,0,0,2
2016-12-01 17:46:14,0,0,2
2016-12-01 17:46:29,0,0,2
2016-12-01 17:46:44,0,0,2
2016-12-01 17:46:59,0,0,2
2016-12-01 17:47:14,0,0,2
2016-12-01 17:47:29,0,0,2
2016-12-01 17:47:44,0,0,2
2016-12-01 17:47:59,0,0,2
2016-12-01 17:48:14,0,0,2
2016-12-01 17:48:29,0,0,2
2016-12-01 17:48:44,0,0,2
2016-12-01 17:48:59,0,0,2
2016-12-01 17:49:14,0,0,2
2016-12-01 17:49:29,0,0,2
2016-12-01 17:49:44,0,0,2
2016-12-01 17:49:59,0,0,2
2016-12-01 17:50:14,0,0,2
2016-12-01 17:50:29,0,0,2
2016-12-01 17:50:44,0,0,2
2016-12-01 17:50:59,0,0,2
2016-12-01 17:51:14,0,0,2
2016-12-01 17:51:29,0,0,2
2016-12-01 17:51:44,0,0,2
2016-12-01 17:51:59,0,0,2
2016-12-01 17:52:14,0,0,2
2016-12-01 17:52:29,0,0,2
2016-12-01 17:52:44,0,0,2
2016-12-01 17:52:59,0,0,2
2016-12-01 17:53:14,0,0,2
2016-12-01 17:53:29,0,0,2
2016-12-01 17:53:44,0,0,2
2016-12-01 17:53:59,0,0,2
2016-12-01 17:54:14,0,0,2
2016-12-01 17:54:29,0,0,2
2016-12-01 17:54:44,0,0,2
2016-12-01 17:54:59,0,0,2
2016-12-01 17:55:14,0,0,2
2016-12-01 17:55:29,0,0,2
2016-12-01 17:55:44,0,0,2
2016-12-01 17:55:59,0,0,2
2016-12-01 17:56:14,0,0,2
2016-12-01 17:56:29,0,0,2
2016-12-01 17:56:44,0,0,2
2016-12-01 17:56:59,0,0,2
2016-12-01 17:57:14,0,0,2
2016-12-01 17:57:29,0,0,2
2016-12-01 17:57:44,0,0,2
2016-12-01 17:57:59,0,0,2
2016-12-01 17:58:14,0,0,2
2016-12-01 17:58:29,0,0,2
2016-12-01 17:58:44,0,0,2
2016-12-01 17:58:59,0,0,2
2016-12-01 17:59:14,0,0,2
2016-12-01 17:59:29,0,0,2
2016-12-01 17:59:44,0,0,2
2016-12-01 17:59:59,0,0,2
2016-12-01 18:00:14,0,0,2
2016-12-01 18:00:29,0,0,2
2016-12-01 18:00:44,0,0,2
2016-12-01 18:00:59,0,0,2
2016-12-01 18:01:14,0,0,2
2016-12-01 18:01:29,0,0,2
2016-12-01 18:01:44,0,0,2
2016-12-01 18:01:59,0,0,2
2016-12-01 18:02:14,0,4,2
2016-12-01 18:02:29,0,4,2
2016-12-01 18:02:44,0,4,2
2016-12-01 18:02:59,0,4,2
2016-12-01 18:03:14,0,4,2
2016-12-01 18:03:29,0,4,2
2016-12-01 18:03:44,0,4,2
2016-12-01 18:03:59,0,4,2
2016-12-01 18:04:14,0,4,2
2016-12-01 18:04:29,0,4,2
2016-12-01 18:04:44,0,4,2
2016-12-01 18:04:59,0,4,2
2016-12-01 18:05:14,0,4,2
2016-12-01 18:05:29,0,4,2
2016-12-01 18:05:44,0,4,2
2016-12-01 18:05:59,0,4,2
2016-12-01 18:06:14,0,4,2
2016-12-01 18:06:29,0,4,2
2016-12-01 18:06:44,0,4,2
2016-12-01 18:06:59,0,4,2
2016-12-01 18:07:14,0,4,2
2016-12-01 18:07:29,0,4,2
2016-12-01 18:07:44,0,4,2
2016-12-01 18:07:59,0,4,2
2016-12-01 18:08:14,0,4,2
2016-12-01 18:08:29,0,4,2
2016-12-01 18:08:44,0,4,2
2016-12-01 18:08:59,0,4,2
2016-12-01 18:09:14,0,4,2
2016-12-01 18:09:29,0,4,2
2016-12-01 18:09:44,0,4,2
2016-12-01 18:09:59,0,4,2
2016-12-01 18:10:14,0,4,2
2016-12-01 18:10:29,0,4,2
2016-12-01 18:10:44,0,4,2
2016-12-01 18:10:59,0,4,2
2016-12-01 18:11:14,0,4,2
2016-12-01 18:11:29,0,4,2
2016-12-01 18:11:44,0,4,2
2016-12-01 18:11:59,0,4,2
2016-12-01 18:12:14,0,4,2
2016-12-01 18:12:29,0,4,2
2016-12-01 18:12:44,0,4,2
2016-12-01 18:12:59,0,4,2
2016-12-01 18:13:14,0,4,2
2016-12-01 18:13:29,0,4,2
2016-12-01 18:13:44,0,4,2
2016-12-01 18:13:59,0,4,2
2016-12-01 18:14:14,0,4,2
2016-12-01 18:14:29,0,4,2
2016-12-01 18:14:44,0,4,2
2016-12-01 18:14:59,0,4,2
2016-12-01 18:15:14,0,4,2
2016-12-01 18:15:29,0,4,2
2016-12-01 18:15:44,0,4,2
2016-12-01 18:15:59,0,4,2
2016-12-01 18:16:14,0,4,2
2016-12-01 18:16:29,0,4,2
2016-12-01 18:16:44,0,4,2
2016-12-01 18:16:59,0,4,2
2016-12-01 18:17:14,0,4,2
2016-12-01 18:17:29,0,4,2
2016-12-01 18:17:44,0,4,2
2016-12-01 18:17:59,0,4,2
2016-12-01 18:18:14,0,4,2
2016-12-01 18:18:29,0,4,2
2016-12-01 18:18:44,0,4,2
2016-12-01 18:18:59,0,4,2
2016-12-01 18:19:14,0,4,2
2016-12-01 18:19:29,0,4,2
2016-12-01 18:19:44,0,4,2
2016-12-01 18:19:59,0,4,2
2016-12-01 18:20:14,0,4,2
2016-12-01 18:20:29,0,4,2
2016-12-01 18:20:44,0,4,0
2016-12-01 18:20:59,0,4,0
2016-12-01 18:21:14,0,4,0
2016-12-01 18:21:29,0,4,0
2016-12-01 18:21:44,0,4,0
2016-12-01 18:21:59,0,4,0
2016-12-01 18:22:14,0,4,0
2016-12-01 18:22:29,0,4,0
2016-12-01 18:22:44,0,4,0
2016-12-01 18:22:59,0,4,0
2016-12-01 18:23:14,0,4,0
2016-12-01 18:23:29,0,4,0
2016-12-01 18:23:44,0,4,0
2016-12-01 18:23:59,0,4,0
2016-12-01 18:24:14,0,4,0
2016-12-01 18:24:29,0,4,0
2016-12-01 18:24:44,0,4,0
2016-12-01 18:24:59,0,4,0
2016-12-01 18:25:14,0,4,0
2016-12-01 18:25:29,0,4,0
2016-12-01 18:25:44,0,4,0
2016-12-01 18:25:59,0,4,0
2016-12-01 18:26:14,0,4,0
2016-12-01 18:26:29,0,4,0
2016-12-01 18:26:44,0,4,0
2016-12-01 18:26:59,0,4,0
2016-12-01 18:27:14,0,4,0
2016-12-01 18:27:29,0,4,0
2016-12-01 18:27:44,0,4,0
2016-12-01 18:27:59,0,4,0
2016-12-01 18:28:14,0,4,0
2016-12-01 18:28:29,0,4,0
2016-12-01 18:28:44,0,4,0
2016-12-01 18:28:59,0,4,0
2016-12-01 18:29:14,0,4,0
2016-12-01 18:29:29,0,4,0
2016-12-01 18:29:44,0,4,0
2016-12-01 18:29:59,0,4,0
2016-12-01 18:30:14,0,4,0
2016-12-01 18:30:29,0,4,0
2016-12-01 18:30:44,0,4,0
2016-12-01 18:30:59,0,4,0
2016-12-01 18:31:14,0,4,0
2016-12-01 18:31:29,0,4,0
2016-12-01 18:31:44,0,4,0
2016-12-01 18:31:59,0,4,0
2016-12-01 18:32:14,0,4,0
2016-12-01 18:32:29,0,4,0
2016-12-01 18:32:44,0,4,0
2016-12-01 18:32:59,0,4,0
2016-12-01 18:33:14,0,4,0
2016-12-01 18:33:29,0,4,0
2016-12-01 18:33:44,0,4,0
2016-12-01 18:33:59,0,4,0
2016-12-01 18:34:14,0,4,0
2016-12-01 18:34:29,0,4,0
2016-12-01 18:34:44,0,4,0
2016-12-01 18:34:59,0,4,0
2016-12-01 18:35:14,0,4,0
2016-12-01 18:35:29,0,4,0
2016-12-01 18:35:44,0,4,0
2016-12-01 18:35:59,0,4,0
2016-12-01 18:36:14,0,4,0
2016-12-01 18:36:29,0,4,0
2016-12-01 18:36:44,0,4,0
2016-12-01 18:36:59,0,4,0
2016-12-01 18:37:14,0,4,0
2016-12-01 18:37:29,0,4,0
2016-12-01 18:37:44,0,4,0
2016-12-01 18:37:59,0,4,0
2016-12-01 18:38:14,0,4,0
2016-12-01 18:38:29,0,4,0
2016-12-01 18:38:44,0,4,0
2016-12-01 18:38:59,0,4,0
2016-12-01 18:39:14,0,4,0
2016-12-01 18:39:29,0,4,0
2016-12-01 18:39:44,0,4,0
2016-12-01 18:39:59,0,4,0
2016-12-01 18:40:14,0,4,0
2016-12-01 18:40:29,0,4,0
2016-12-01 18:40:44,0,4,0
2016-12-01 18:40:59,0,4,0
2016-12-01 18:41:14,0,4,0
2016-12-01 18:41:29,0,4,0
2016-12-01 18:41:44,0,4,0
2016-12-01 18:41:59,0,4,0
2016-12-01 18:42:14,0,4,0
2016-12-01 18:42:29,0,4,0
2016-12-01 18:42:44,0,4,0
2016-12-01 18:42:59,0,4,0
2016-12-01 18:43:14,0,4,0
2016-12-01 18:43:29,0,4,0
2016-12-01 18:43:44,0,4,0
2016-12-01 18:43:59,0,4,0
2016-12-01 18:44:14,0,4,0
2016-12-01 18:44:29,0,4,0
2016-12-01 18:44:44,0,4,0
2016-12-01 18:44:59,0,4,0
2016-12-01 18:45:14,0,4,0
2016-12-01 18:45:29,0,4,0
2016-12-01 18:45:44,0,4,0
2016-12-01 18:45:59,0,4,0
2016-12-01 18:46:14,0,4,0
2016-12-01 18:46:29,0,4,0
2016-12-01 18:46:44,0,4,0
2016-12-01 18:46:59,0,4,0
2016-12-01 18:47:14,0,4,0
2016-12-01 18:47:29,0,4,0
2016-12-01 18:47:44,0,4,0
2016-12-01 18:47:59,0,4,0
2016-12-01 18:48:14,0,4,0
2016-12-01 18:48:29,0,4,0
2016-12-01 18:48:44,0,4,0
2016-12-01 18:48:59,0,4,0
2016-12-01 18:49:14,0,4,0
2016-12-01 18:49:29,0,4,0
2016-12-01 18:49:44,0,4,0
2016-12-01 18:49:59,0,4,0
2016-12-01 18:50:14,0,4,0
2016-12-01 18:50:29,0,4,0
2016-12-01 18:50:44,0,4,0
2016-12-01 18:50:59,0,4,0
2016-12-01 18:51:14,0,4,0
2016-12-01 18:51:29,0,4,0
2016-12-01 18:51:44,0,4,0
2016-12-01 18:51:59,0,4,0
2016-12-01 18:52:14,0,4,0
2016-12-01 18:52:29,0,4,0
2016-12-01 18:52:44,0,4,0
2016-12-01 18:52:59,0,4,0
2016-12-01 18:53:14,0,4,0
2016-12-01 18:53:29,0,4,0
2016-12-01 18:53:44,0,4,0
2016-12-01 18:53:59,0,4,0
2016-12-01 18:54:14,0,4,0
2016-12-01 18:54:29,0,4,0
2016-12-01 18:54:44,0,4,0
2016-12-01 18:54:59,0,4,0
2016-12-01 18:55:14,0,4,0
2016-12-01 18:55:29,0,4,0
2016-12-01 18:55:44,0,4,0
2016-12-01 18:55:59,0,4,0
2016-12-01 18:56:14,0,4,0
2016-12-01 18:56:29,0,4,0
2016-12-01 18:56:44,0,4,0
2016-12-01 18:56:59,0,4,0
2016-12-01 18:57:14,0,4,0
2016-12-01 18:57:29,0,4,0
2016-12-01 18:57:44,0,4,0
2016-12-01 18:57:59,0,4,0
2016-12-01 18:58:14,0,4,0
2016-12-01 18:58:29,0,4,0
2016-12-01 18:58:44,0,4,0
2016-12-01 18:58:59,0,4,0
2016-12-01 18:59:14,0,4,0
2016-12-01 18:59:29,0,4,0
2016-12-01 18:59:44,0,4,0
2016-12-01 18:59:59,0,4,0
2016-12-01 19:00:14,0,4,0
2016-12-01 19:00:29,0,4,0
2016-12-01 19:00:44,0,4,0
2016-12-01 19:00:59,0,4,0
2016-12-01 19:01:14,0,4,0
2016-12-01 19:01:29,0,4,0
2016-12-01 19:01:44,0,4,0
2016-12-01 19:01:59,0,4,0
2016-12-01 19:02:14,0,4,0
2016-12-01 19:02:29,0,4,0
2016-12-01 19:02:44,0,4,0
2016-12-01 19:02:59,0,4,0
2016-12-01 19:03:14,0,4,0
2016-12-01 19:03:29,0,4,0
2016-12-01 19:03:44,0,4,0
2016-12-01 19:03:59,0,4,0
2016-12-01 19:04:14,0,4,0
2016-12-01 19:04:29,0,4,0
2016-12-01 19:04:44,0,4,0
2016-12-01 19:04:59,0,4,0
2016-12-01 19:05:14,0,4,0
2016-12-01 19:05:29,0,4,0
2016-12-01 19:05:44,0,4,0
2016-12-01 19:05:59,0,4,0
2016-12-01 19:06:14,0,4,0
2016-12-01 19:06:29,0,4,0
2016-12-01 19:06:44,0,4,0
2016-12-01 19:06:59,0,4,0
2016-12-01 19:07:14,0,4,0
2016-12-01 19:07:29,0,4,0
2016-12-01 19:07:44,0,4,0
2016-12-01 19:07:59,0,4,0
2016-12-01 19:08:14,0,4,0
2016-12-01 19:08:29,0,4,0
2016-12-01 19:08:44,0,4,0
2016-12-01 19:08:59,0,4,0
2016-12-01 19:09:14,0,4,0
2016-12-01 19:09:29,0,4,0
2016-12-01 19:09:44,0,4,0
2016-12-01 19:09:59,0,4,0
2016-12-01 19:10:14,0,4,0
2016-12-01 19:10:29,0,4,0
2016-12-01 19:10:44,0,4,0
2016-12-01 19:10:59,0,4,0
2016-12-01 19:11:14,0,4,0
2016-12-01 19:11:29,0,4,0
2016-12-01 19:11:44,0,4,0
2016-12-01 19:11:59,0,4,0
2016-12-01 19:12:14,0,4,0
2016-12-01 19:12:29,0,4,0
2016-12-01 19:12:44,0,4,0
2016-12-01 19:12:59,0,4,0
2016-12-01 19:13:14,0,4,0
2016-12-01 19:13:29,0,4,0
2016-12-01 19:13:44,0,4,0
2016-12-01 19:13:59,0,4,0
2016-12-01 19:14:14,0,4,0
2016-12-01 19:14:29,0,4,0
2016-12-01 19:14:44,0,4,0
2016-12-01 19:14:59,0,4,0
2016-12-01 19:15:14,0,4,0
2016-12-01 19:15:29,0,4,0
2016-12-01 19:15:44,0,4,0
2016-12-01 19:15:59,0,4,0
